Business Date,Sedol,ISIN,FIGI,Ticker,BBGID,Name,Offer Rate,Bid Rate,Last Rate,Short Momentum,Short Interest,ShortInterestNotional,ShortInterestPct,S3Float,S3SIPctFloat,IndicativeAvailability,S3Utilization,DaysToCover10Day,DaysToCover30Day,DaysToCover90Day,Crowded Score,Squeeze Score,Original SI
4/6/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32861816.3,7556574658.19,0.0854,417486718.3,0.0787,7.68E+07,30.0281,3.49607923511801,2.64694431357677,3.17735868376054,45,55,34671460
4/7/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32767878.2,7749603194.3,0.0852,417421627.2,0.0785,8.44E+07,28.0262,3.39991259469556,2.64628330196136,3.18106141137214,45,65,34411203
4/8/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32861247,8054948864.64,0.0854,417514996,0.0787,8.06E+07,29.0841,3.04837379696541,2.66789780958963,3.17395491165371,45,75,34603604
4/9/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32940745.4,8510900389,0.0856,417595664.4,0.0789,7.59E+07,30.3055,2.8828389983105,2.75176173924782,3.17216903561213,45,75,34717687
4/12/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,33039268.4,8644724576.86,0.0859,417694187.4,0.0791,7.19E+07,31.5422,2.83951945741288,2.76729100166593,3.15317090135252,45,75,34931065
4/13/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32997533.3,8750945831.16,0.0858,417664926.3,0.079,7.58E+07,30.3262,2.83946938053033,2.80978499024974,3.16610841124221,45,65,32939357
4/14/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32884384.2,8985000294.97,0.0855,417536964.2,0.0788,7.98E+07,29.2495,2.80880468495357,2.78770806686352,3.15610211162877,45,75,32751432
4/15/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32858994,8490764049.6,0.0854,417514692,0.0787,7.99E+07,29.2007,2.74220856361371,2.82433790842521,3.1469441910765,45,55,32586582
4/16/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32781388,8624127555.04,0.0852,417435527,0.0785,7.87E+07,29.4599,2.86757541106588,2.84379959956,3.13275724768252,45,55,32641015
4/19/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32754428.5,8388409138.85,0.0852,417407787.5,0.0785,7.30E+07,31.0473,2.88316288002321,2.9256095744086,3.12360354461519,45,45,32781498
4/20/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32518201.2,7977690300.4,0.0845,417172340.2,0.0779,7.56E+07,30.1322,2.78393954715845,3.03120168347265,3.0852525782307,47.5,37.5,32554049
4/21/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32386126.4,7950794031.2,0.0842,417040265.4,0.0777,7.54E+07,30.1121,2.68501736972128,3.0274328505376,3.04955315265841,47.5,37.5,32822177
4/22/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32298212.4,7921136591.1,0.084,416951961.4,0.0775,7.50E+07,30.1686,2.84387924132372,3.06244542880069,3.04499520740251,47.5,27.5,33212468
4/23/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32152428.9,7880881847.68,0.0836,416819821.9,0.0771,7.51E+07,30.0321,2.90778635507439,3.05095853590863,3.01604941444752,47.5,37.5,33458973
4/26/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32016663.3,7889866337.02,0.0832,416684056.3,0.0768,7.62E+07,29.6496,3.07639875666714,3.06973495416634,3.00158460245999,47.5,37.5,33219030
4/27/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31827158.1,8140432227.24,0.0827,416493381.1,0.0764,7.85E+07,28.9151,3.07464243584431,3.05503812899401,2.98035562385171,47.5,57.5,33477642
4/28/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31669910.6,8037506611.17,0.0823,416337303.6,0.0761,8.49E+07,27.2215,3.17509230802392,3.06048909981551,2.96230857184334,47.5,57.5,33238457
4/29/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31640286.5,8042960828.3,0.0823,416307679.5,0.076,8.24E+07,27.7447,3.3876407159035,3.07099023688243,2.96593614746006,47.5,57.5,33749932
4/30/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31487639.6,7801377587.3,0.0819,416155032.6,0.0757,8.67E+07,26.6588,3.45837156150975,3.09179698224278,2.96350210750065,47.5,57.5,33565617
5/3/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31583795,7732344691.9,0.0824,414724626,0.0762,7.77E+07,28.9655,3.56128152392807,3.16645935433445,2.97850490795422,47.5,57.5,33773228
5/4/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31579584.1,7695313053.49,0.0824,414741466.1,0.0761,7.92E+07,28.6493,3.79471545868235,3.22215994694283,2.99659136564191,47.5,47.5,33511491
5/5/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31657628.7,7318927179.15,0.0826,414819510.7,0.0763,7.96E+07,28.525,3.96893775196368,3.20032639506672,3.00499959848071,47.5,37.5,33273758
5/6/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31654597.3,7339751475.95,0.0822,416840078.3,0.0759,8.12E+07,28.0803,4.30141359389002,3.21953307582165,3.03573604996565,47.5,37.5,32722825
5/7/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31802672.9,7122526622.68,0.0826,416988153.9,0.0763,8.12E+07,28.2341,4.20562076291218,3.17542001135267,3.02944515136141,47.5,27.5,32956114
5/10/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31974701.8,7461296665.03,0.083,417160182.8,0.0766,7.88E+07,28.9265,3.89990557200774,3.17193168919759,3.03556296523581,47.5,37.5,33290104
5/11/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31999252.2,6925598153.65,0.083,417308582.2,0.0767,8.42E+07,27.6152,3.68863421092218,3.13230747213747,3.04494744345471,47.5,17.5,33166864
5/12/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32214816.1,7108199172.47,0.0836,417492002.1,0.0772,8.04E+07,28.6677,3.44044898569452,3.11297933777762,3.05306710132961,47.5,27.5,31388235
5/13/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32406092,6697367033.64,0.0841,417683278,0.0776,7.80E+07,29.3891,3.2643373417031,3.11099428942263,3.05541038798868,47.5,17.5,31421008
5/14/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32451419.4,6397148306.32,0.0842,417728605.4,0.0777,8.27E+07,28.2026,2.8446845952559,3.04763077966818,3.02307754651236,47.5,7.5,31371880
5/17/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32576452,6771015548.2,0.0846,417848934,0.078,7.72E+07,29.81,2.72920391141369,3.03832889752422,3.0291630072692,47.5,17.5,31438003
5/18/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32301429.2,6554606013.26,0.0838,417575479.2,0.0774,8.15E+07,28.442,2.55941374111415,2.97040423849653,3.00325091711319,45,15,31430687
5/19/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32125708.1,6526658857.6,0.0834,417408382.1,0.077,8.32E+07,27.8955,2.52618728381916,2.94234442668136,2.98730278773135,45,25,31293946
5/20/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31913406,6386191674.66,0.0828,417196080,0.0765,8.30E+07,27.7927,2.28293464929646,2.92825396510804,2.94531246466994,45,25,31155878
5/21/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31724121.8,6500589798.04,0.0823,417007187.8,0.0761,8.80E+07,26.5257,2.37868050920842,2.97821666865532,2.94527301928039,45,35,31148073
5/24/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31699096.4,6340136270.96,0.0823,416976674.4,0.076,7.95E+07,28.5738,2.48070561730714,3.03009238986375,2.9405308820666,47.5,37.5,31260986
5/25/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31545162.2,6654451966.09,0.0819,416822740.2,0.0757,7.85E+07,28.7278,2.46946936625107,2.97589693421457,2.90941730513806,45,35,31551693
5/26/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31209600.3,6747515584.86,0.081,416487178.3,0.0749,8.42E+07,27.0771,2.42228696310943,2.90570645788263,2.85485160390105,45,45,32433454
5/27/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31159283.3,6927955048.92,0.0809,416436861.3,0.0748,8.16E+07,27.6544,2.41583054342163,2.90618056041329,2.83622415788556,45,45,32576697
5/28/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31136136.9,6877972641.21,0.0808,416413714.9,0.0748,7.84E+07,28.4651,2.68095615929231,2.90753570063869,2.82825338771689,45,45,32721301
6/1/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31246646,6953003667.92,0.0811,416524224,0.075,7.18E+07,30.3641,2.80378236293506,2.93401522471335,2.83609504851786,45,45,32764384
6/2/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31196229.2,6924003070.94,0.081,416473807.2,0.0749,8.10E+07,27.875,2.93653495750875,2.96484722158335,2.84174876851777,45,45,32616557
6/3/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31185313.4,6873554926.49,0.0809,416462891.4,0.0749,8.18E+07,27.6316,3.01907164746039,3.01570980933768,2.83994960722393,47.5,37.5,32581394
6/4/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31277434.4,6612987955.19,0.0812,416555012.4,0.0751,7.90E+07,28.4597,3.32255020697,3.05126709186296,2.86012445488121,47.5,37.5,32682184
6/7/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31352895.6,6699800260.76,0.0814,416632041.6,0.0753,7.65E+07,29.1897,3.30765824654389,3.0963088888744,2.87008981681821,47.5,47.5,32742280
6/8/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31310747.3,6792866626.74,0.0813,416627133.3,0.0752,7.78E+07,28.7954,3.42908896504767,3.1198411180861,2.88124195220049,47.5,47.5,32714750
6/9/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31360947,6715005971.64,0.0814,416677333,0.0753,7.94E+07,28.4381,3.72598257347841,3.15016681015765,2.90494987213882,47.5,47.5,32883218
6/10/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31311150.6,6581916967.63,0.0813,416627536.6,0.0752,8.47E+07,27.0731,4.10868450294224,3.14488683393448,2.90801721378908,47.5,27.5,31366965
6/11/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31392417.8,6816549601.09,0.0815,416708803.8,0.0753,8.24E+07,27.6158,4.3680266430495,3.13797247013583,2.91638803014787,47.5,47.5,31398720
6/14/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31488060.6,6906591212,0.0817,416804446.6,0.0755,7.85E+07,28.701,4.44457093768861,3.1377020462286,2.92229353569088,47.5,47.5,31422034
6/15/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31473996.9,7268919584.06,0.0817,416792734.9,0.0755,9.74E+07,24.4624,4.16003224243391,3.08100254466127,2.90184231139867,47.5,67.5,31377482
6/16/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31450639,7162883032.25,0.0816,416769377,0.0755,9.82E+07,24.2858,4.02220146151937,3.03740050542476,2.89807381985828,47.5,47.5,31342057
6/17/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31419161.3,7072767400.24,0.0815,416737507.3,0.0754,1.02E+08,23.613,3.91789182613922,3.03411259253107,2.88319361584062,47.5,57.5,31318479
6/18/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31598503.2,7461354560.62,0.082,416917241.2,0.0758,9.69E+07,24.6117,3.77212101012158,2.98383846319751,2.91845660271126,45,75,31330311
6/21/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31739561.5,7523863053.58,0.0824,417049675.5,0.0761,8.76E+07,26.6641,3.81034559135483,3.05721398809346,2.93841051828482,47.5,67.5,31333828
6/22/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31716753.7,7418231522.89,0.0823,417026867.7,0.0761,9.69E+07,24.7161,3.76878062002073,3.13770097142164,2.94240002887038,47.5,67.5,31316233
6/23/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31713637.1,7483466946.49,0.0823,417023751.1,0.076,9.98E+07,24.1743,3.73842877394777,3.20620035938486,2.95265714718513,47.5,57.5,31246284
6/24/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31848852.7,7602321139.49,0.0827,417158966.7,0.0763,9.91E+07,24.3473,3.6956636873632,3.28079673799798,2.96100487574673,47.5,57.5,31272283
6/25/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31820758.1,7769038090.12,0.0826,417130872.1,0.0763,8.97E+07,26.2196,3.66730119915126,3.31907494307275,2.96153751509468,47.5,67.5,31453102
6/28/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31937056.3,7662977288.62,0.0829,417247170.3,0.0765,8.81E+07,26.6571,3.6772428384161,3.49886701414619,2.98309495018407,47.5,57.5,31470885
6/29/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31911690.9,7869422975.94,0.0828,417221804.9,0.0765,9.45E+07,25.2713,3.86194535884962,3.54924259216892,2.9803053348281,47.5,57.5,31447811
6/30/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31938904,7948635038.48,0.0829,417249018,0.0765,9.55E+07,25.0754,4.02351709284993,3.63206282205954,2.9865238073108,47.5,67.5,31314121
7/1/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31971326,7794609278.8,0.083,417281440,0.0766,1.00E+08,24.2451,4.15821988228186,3.68367921266321,2.99916829767626,47.5,47.5,31242539
7/2/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31988713.1,7736470263.24,0.083,417298827.1,0.0767,9.83E+07,24.5781,4.46241351371936,3.84494928946108,3.04312479178157,47.5,47.5,31291618
7/6/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32014953.7,7718165038,0.0831,417326243.7,0.0767,1.07E+08,22.997,4.73804959012814,3.90971240399727,3.11718517430898,47.5,47.5,31310059
7/7/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31927167.3,7876432172.91,0.0829,417238457.3,0.0765,1.17E+08,21.4817,4.75155090957932,3.94716575647968,3.14148229524681,47.5,57.5,31084729
7/8/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31825535.2,7785798931.33,0.0826,417153289.2,0.0763,1.18E+08,21.2106,4.70218218954151,4.03395783738879,3.15798252119558,50,60,31012670
7/9/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31853280.3,7514188822.77,0.0827,417181034.3,0.0764,1.16E+08,21.5432,4.74007076784661,4.16226378482123,3.16529393509659,50,50,31024307
7/12/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31885486.4,7712780305.3,0.0828,417207752.4,0.0764,1.11E+08,22.4026,4.94816976378417,4.28805649577864,3.21082728620808,50,60,31044963
7/13/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31805134.2,7739779407.57,0.0825,417143864.2,0.0762,1.15E+08,21.7095,5.08501381365633,4.33226931086765,3.22594112289257,50,60,32138399
7/14/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31742349.3,7663555391.5,0.0824,417081079.3,0.0761,1.18E+08,21.1655,5.1631189469188,4.33306745775469,3.26442444866779,50,50,32109500
7/15/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31779225.7,7595234942.3,0.0825,417117955.7,0.0762,1.14E+08,21.8467,5.16899776579347,4.35225377736351,3.33913044528988,50,50,32185358
7/16/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31749780,7466278264.8,0.0824,417088510,0.0761,1.13E+08,22.0196,5.12353947855723,4.34830090505545,3.36093162494495,50,50,32039116
7/19/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31857147.8,7566709745.46,0.0827,417195877.8,0.0764,1.08E+08,22.7907,4.96059706270858,4.35060906468962,3.39874397378401,50,50,32093506
7/20/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31847121.6,7442353846.7,0.0826,417183107.6,0.0763,1.08E+08,22.7428,4.74431514872351,4.38272771222817,3.42063727559907,50,50,31855048
7/21/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,31941744.7,7872681816.21,0.0829,417287138.7,0.0765,1.05E+08,23.3544,4.58101553874762,4.3344922604228,3.44261787412174,50,50,31918861
7/22/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32003518.8,8232905211.3,0.0831,417349696.8,0.0767,1.07E+08,22.9731,4.4724530398646,4.28482932857412,3.44837226171431,50,60,32238708
7/23/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32085472.9,8361153383.01,0.0833,417431650.9,0.0769,1.09E+08,22.7079,4.54893451445571,4.29883041648668,3.46645538364403,50,70,32318191
7/26/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32172322.8,8493493219.2,0.0835,417518500.8,0.0771,1.05E+08,23.4672,4.49940594508044,4.33372511402989,3.48050762194528,50,80,32329007
7/27/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32134533.2,8418926353.07,0.0834,417480711.2,0.077,1.07E+08,23.1319,4.48123567040106,4.36005370263961,3.49416815027348,50,60,32253175
7/28/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32084633,8076664665.09,0.0833,417430811,0.0769,1.17E+08,21.5558,4.381191208787,4.42866747828775,3.5084666715364,50,60,32159030
7/29/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32148657.6,8313964341.94,0.0834,417495227.6,0.077,1.10E+08,22.6642,4.48107008240216,4.53640871884775,3.54033865111099,50,50,32246643
7/30/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32118609.6,8199238658.69,0.0834,417395795.6,0.077,1.10E+08,22.5575,4.63380861743931,4.62872803474751,3.54428200464087,50,50,32136761
8/2/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,32001077,7912586299.02,0.083,417345295,0.0767,1.09E+08,22.759,4.63781977053419,4.6852458229145,3.5227814461786,50,40,32153477
8/3/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,33028018.5,8996171679.03,0.0857,418427901.5,0.0789,1.18E+08,21.9294,3.07463674659898,4.09239206799007,3.48057646989147,50,60,32130195
8/4/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,33885905.7,9131912727.09,0.0867,424612188.7,0.0798,1.11E+08,23.3717,2.82348783291331,3.95657189635167,3.53552043535663,47.5,57.5,32185387
8/5/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,34207551.4,9113575843.99,0.0875,424940987.4,0.0805,1.11E+08,23.5632,2.82271055887315,3.94056354668272,3.56476003831583,47.5,67.5,32458596
8/6/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,34910705.8,9838186001.5,0.0893,425644141.8,0.082,1.09E+08,24.3125,2.60643466507431,3.85505866560686,3.59755534002032,47.5,67.5,32531629
8/9/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,35290369.6,9708380676.96,0.0903,426021420.6,0.0828,1.05E+08,25.0972,2.57486733990461,3.87806983815244,3.63770053142444,47.5,67.5,32607049
8/10/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,35519303.7,9935814824,0.0909,426260687.7,0.0833,1.04E+08,25.5356,2.50682411552789,3.86154478300182,3.67769275132428,47.5,77.5,32515221
8/11/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,35653226.8,9736183174.54,0.0912,426395007.8,0.0836,1.15E+08,23.7352,2.53656425613608,3.88564431775132,3.7024891663964,47.5,57.5,32098629
8/12/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,35973985.9,9752187837.63,0.0921,426715766.9,0.0843,1.08E+08,24.9894,2.50033802603886,3.89469085892723,3.7337173574645,47.5,57.5,32107735
8/13/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36078324,9690277043.16,0.0923,426820105,0.0845,1.15E+08,23.9455,2.49887008838916,3.92638470258213,3.7599506014585,47.5,47.5,32023242
8/16/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36105977,9672069118.76,0.0924,426847758,0.0846,1.15E+08,23.9804,2.55926314779218,3.94888225212206,3.81919527115922,47.5,37.5,32041570
8/17/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36182942.3,9530587001.82,0.0926,426924723.3,0.0848,1.11E+08,24.6838,3.55084556343793,3.92656491490421,3.86907034591252,47.5,47.5,32095152
8/18/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36192649.4,9441938375.47,0.0926,426934430.4,0.0848,1.12E+08,24.443,4.20052180612233,3.9353674253936,3.91316643568529,47.5,37.5,32094662
8/19/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36280704.9,9420647834.33,0.0928,427082889.9,0.085,1.11E+08,24.6885,4.49988048509952,3.98149768785708,3.94327585080664,47.5,47.5,32172231
8/20/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36274124,9335145811.4,0.0928,427076309,0.0849,1.18E+08,23.5327,5.46846530127863,4.01843595483113,3.96863613144527,50,40,32151256
8/23/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36363013.4,9565290674.87,0.093,427165198.4,0.0851,1.13E+08,24.3951,5.90382840311428,4.03804973474454,4.01613315757764,50,50,32221614
8/24/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36355211.1,9831903289.88,0.093,427157396.1,0.0851,1.17E+08,23.7005,6.36672975276111,4.03198051218886,4.02947882200026,50,50,32170291
8/25/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36393297.4,9832377158.56,0.0931,427195482.4,0.0852,1.14E+08,24.2242,6.6575012942444,4.06697273665368,4.05513022206706,50,50,35599305
8/26/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36457465.1,9754923936.81,0.0933,427258458.1,0.0853,1.12E+08,24.6618,7.28048201899447,4.11645861260053,4.09936364367239,50,50,35769025
8/27/21,BYNZGK1,US8522341036,BBG0018SLC07,SQ,SQ US,BLOCK INC,0.3,0.15,0.3,0,36451921.2,9555142104.16,0.0933,427254106.2,0.0853,1.14E+08,24.3242,7.41282935529069,4.16012916377593,4.14150841806693,50,50,35591264
